lat,lon,month,day_of_year,ndvi,ndwi,ndbi,nbr,no2,so2,co,o3,temperature,dewpoint,wind_speed,rainfall,lst,temp_diff,pollution_index,green_inverse,aqi,heat_score,flood_score,veg_score
22.57,88.36,6,153,0.5990109982630083,0.40408401777287384,0.2127587942466795,0.2146410064487345,0.04385061177011125,0.0251372729289131,0.654118187867393,0.0497254541421738,33.0603707193058,29.96995531412098,4.688144336778666,6.056920229028643,35.02651253380285,3.090415405184821,0.7231060725664173,0.4009890017369917,1.782251702833067,11.195397114370301,32.31804134670098,55.60827969732614
28.61,77.2,4,117,0.5787893045701725,0.35918982106634356,0.3658164557048734,0.15766334032300533,0.032573630484317315,0.020966441976753156,0.5289932593025947,0.058067116046493686,31.869906716007108,23.022093826311153,5.852527413484809,12.240681577571296,32.137024158341575,8.847812889695955,0.5825333317636652,0.4212106954298275,1.1810326416286172,11.870546025449585,42.44085420845977,54.725663650557145
19.07,72.87,10,277,0.12823221143153934,0.12897311312998447,0.5827100725175016,0.06364523465704804,0.05794445566923414,0.03998435421155565,1.0995306263466693,0.020031291576888714,12.03001000776162,8.453525315545491,7.22211254123903,0.22248013654685334,15.334360764871725,3.5764846922161286,1.197459436227459,0.8717677885684607,1.8664488448440861,12.595447615571162,6.89361592959293,11.550316450012975
12.97,77.59,11,317,0.47791892114604223,0.2945535634082439,0.4152696002084014,0.07913960248558348,0.07318823537567479,0.037354170229639855,1.0206251068891956,0.025291659540720282,20.358194462860695,16.32580925404234,3.474722641018217,2.169451488719162,21.417934973209267,4.032385208818354,1.1311675124945102,0.5220810788539578,3.5744185115205456,6.419606091095874,19.06658114785052,46.20910006489255
19.07,72.87,12,348,0.4884944331834631,0.20014523237382276,0.31886388092744516,0.2858804287586858,0.06203621548288184,0.0328848243288061,0.8865447298641829,0.034230351342387805,18.114262268154892,9.088260746380419,2.1917565291617715,7.572136179487002,21.20372057978578,9.026001521774473,0.9814657696758708,0.5115055668165369,4.597646193914515,3.9520531217837416,25.15153397766514,43.1318347431726
19.07,72.87,3,75,0.5471531585196608,0.3929763642941243,0.1869428541837622,0.17762484806766382,0.03004057563422102,0.020388702161276993,0.5116610648383098,0.05922259567744602,39.438449925152376,29.50008602002908,2.764400488868986,7.204931978860485,42.33319353003968,9.938363905123296,0.5620903426338077,0.45284684148033916,2.2123880694145313,17.874016807835886,34.05868217242718,51.162818890612805
17.38,78.48,9,269,0.31251805907599917,0.18444672641516507,0.3691118588469835,0.2664584873849664,0.06833882786709451,0.0399665890175417,1.098997670526251,0.0200668219649166,15.829830795198225,7.082111418448042,5.877440773964118,0.9965903416061361,16.350704063027393,8.747719376750183,1.2073030874108872,0.6874819409240008,2.3243172669885634,7.1357034326971895,11.215517003970525,25.922636159900588
22.57,88.36,9,269,0.30676003478180736,0.03337553476502356,0.6558659839287888,0.2135444147491886,0.0759271125126228,0.0399665890175417,1.098997670526251,0.0200668219649166,15.218523055308076,6.000910396290319,2.8216601635028984,0.5404829462415492,15.454061040059516,9.217612659017757,1.2148913720564154,0.6932399652181926,4.553965893967539,9.601338635505561,2.7497426307342763,26.405115183196962
26.85,80.95,2,36,0.5439796762957513,0.22141662374432972,0.5034988462249769,0.23072011484238097,0.048300610441978586,0.024191997265461992,0.6257599179638598,0.05161600546907602,32.670338551694634,27.213817307637587,2.7060987813947373,0.41137977891364635,35.86839980661787,5.456521244057047,0.6982525256713004,0.4560203237042487,2.8481791088170714,15.811287391209913,11.89359074504378,49.783565332727505
22.57,88.36,7,205,0.2256890747993162,0.12370842409973404,0.7079693712321681,0.27286852276129553,0.03583455878367049,0.033777079652039646,0.9133123895611894,0.03244584069592071,16.631253571162574,7.751811800116103,2.8306506017736384,0.386104832873663,19.72523911663206,8.879441771046471,0.9829240279968996,0.7743109252006838,3.484087174229443,14.5422199889131,6.957630870734028,17.11153702470571
17.38,78.48,4,110,0.8143584259091449,0.43393382439287204,0.0345553416866235,0.06613006922047122,0.05043865377578188,0.020516384199878286,0.5154915259963485,0.05896723160024343,33.002144183079075,27.33118538580154,2.432623256636127,7.729450471126739,35.68846258061335,5.670958797277535,0.5864465639720087,0.18564157409085513,2.754402644361146,3.12241150531543,37.155592161897076,80.11324120650507
19.07,72.87,10,287,0.28602741309309637,0.2496614762030236,0.4238788090442369,0.18201699889539835,0.06359871469216907,0.039741004551724204,1.0922301365517262,0.02051799089655159,14.774373006639992,11.053715014362698,3.2134476511992784,6.165210411078016,18.893380485153894,3.720657992277294,1.1955698557956194,0.7139725869069036,3.921870285156128,8.713166346515644,24.81349463230721,24.96240133140167
19.07,72.87,10,297,0.3831120652944204,0.18252265570522852,0.5467275583809157,0.19282385949810796,0.06657315360714824,0.03920971287716635,1.0762913863149906,0.021580574245667308,13.351649141879406,11.108741599209674,6.469559255282561,2.0569098236677954,16.74997752599037,2.242907542669732,1.1820742527993051,0.6168879347055796,2.083049530743808,5.67473145371336,13.239952432597017,34.45472933947988
17.38,78.48,8,214,0.42170663077446835,0.2646610926772941,0.4482315754297352,0.14391418393460592,0.05594623524976184,0.03516062391015853,0.9548187173047558,0.02967875217968295,21.700998548867286,15.95748220937436,1.845007683765379,3.3956664984861753,25.585468760743005,5.743516339492926,1.0459255764646762,0.5782933692255317,5.474456613091438,10.357256733719849,20.024387630837055,39.29237939875471
17.38,78.48,10,302,0.21006619716466268,0.09798796087678766,0.4314605845500292,0.32255086378334097,0.06236407739018718,0.03884067509943363,1.065220252983009,0.022318649801132726,12.43285381291568,9.7479723045852,4.515119612392768,3.2125379142392365,17.367614734521474,2.684881508330479,1.16642500547263,0.7899338028353373,2.838451218841451,9.439331257374693,11.324473872317856,14.555602440799449
23.02,72.57,6,174,0.5733842970040426,0.40545950231886596,0.22443497956546554,0.35147342833619566,0.04948304424244197,0.02854200803080125,0.7562602409240375,0.0429159839383975,31.311340696254966,27.553065095401138,1.8898978785965357,2.246061130775653,35.960716163617434,3.7582756008538283,0.8342852931972807,0.4266157029959574,4.404934768772731,11.486706082746096,24.7650973774946,50.30896113368035
17.38,78.48,3,62,0.5769322992131156,0.5039338302929516,0.5180594626079703,0.03786178562301606,0.023291604270801878,0.02124108294855757,0.5372324884567271,0.05751783410288486,35.74580649732628,31.812320574089107,0.812451492508885,0.485941060748807,40.11884659308921,3.9334859232371713,0.5817651756760865,0.4230677007868844,5.49841264692384,17.781182876276134,26.168573636145194,56.93599420885124
12.97,77.59,7,199,0.3100198194419194,0.11910900579452363,0.4885605232989373,0.2888699764377533,0.06798497541566406,0.03280230675199216,0.8840692025597647,0.03439538649601568,25.72038219556433,22.951043560875533,6.185873646374656,3.5583605728112557,27.81870433529972,2.769338634688797,0.9848564847274209,0.6899801805580805,1.8827927022775703,16.79081304810387,13.072171435348693,25.224582415436878
17.38,78.48,1,29,0.5673837613864838,0.5741620887360098,0.434291541848627,0.15828899503302415,0.05591501590126403,0.025212661598842116,0.6563798479652635,0.04957467680231577,32.68742671366637,25.45335337140237,3.0142572469823903,2.8705670934159895,37.03727206296007,7.234073342264001,0.7375075254653697,0.43261623861351617,2.775131427861715,14.77629755261296,34.44923862363247,53.5725962379879
12.97,77.59,7,191,0.6391999356695974,0.2774098800709319,0.45930254444044377,0.16198392439887313,0.04038173240781475,0.03145799196919875,0.8437397590759623,0.03708401606160251,26.888365549552304,22.2447293172163,0.6234736674633585,1.2713147776482911,26.99564700198004,4.643636232336004,0.9155794834529758,0.36080006433040257,9.850917851730737,6.95990424968668,16.41312355884318,60.68031507898228
